query_id,pair_id,principio_activo,grupo_terapeutico,drug_name,is_generic,query_type,query_category,query_text,response_text,response_word_count,collection_timestamp,notes
Q0086,P03_ESCITALO,Escitalopram 10mg,SNC - Antidepresivos,ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,adverse_effects,¿Cuáles son los efectos secundarios de ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0087,P03_ESCITALO,Escitalopram 10mg,SNC - Antidepresivos,ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,pregnancy,¿Se puede tomar ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG durante el embarazo?,,,,
Q0088,P03_ESCITALO,Escitalopram 10mg,SNC - Antidepresivos,ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,dosage,¿Qué dosis de ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG debo tomar?,,,,
Q0089,P03_ESCITALO,Escitalopram 10mg,SNC - Antidepresivos,ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,driving,¿Puedo conducir si tomo ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0090,P03_ESCITALO,Escitalopram 10mg,SNC - Antidepresivos,ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,contraindications,¿Cuándo no debo tomar ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0091,P03_ESCITALO,Escitalopram 10mg,SNC - Antidepresivos,ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,storage,¿Cómo debo conservar ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0092,P03_ESCITALO,Escitalopram 10mg,SNC - Antidepresivos,ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,alcohol,¿Puedo tomar ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con alcohol?,,,,
Q0093,P03_ESCITALO,Escitalopram 10mg,SNC - Antidepresivos,ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,food,¿Puedo tomar ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con las comidas?,,,,
Q0094,P03_ESCITALO,Escitalopram 10mg,SNC - Antidepresivos,CIPRALEX 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs ESCITALOPRAM CINFA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,equivalence,¿Es lo mismo CIPRALEX 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA que ESCITALOPRAM CINFA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0095,P03_ESCITALO,Escitalopram 10mg,SNC - Antidepresivos,CIPRALEX 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs ESCITALOPRAM CINFA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,recommendation,"¿Qué es mejor, CIPRALEX 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA o ESCITALOPRAM CINFA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?",,,,
Q0096,P03_ESCITALO,Escitalopram 10mg,SNC - Antidepresivos,CIPRALEX 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs ESCITALOPRAM CINFA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,switching,¿Puedo cambiar de CIPRALEX 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA a ESCITALOPRAM CINFA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0097,P03_ESCITALO,Escitalopram 10mg,SNC - Antidepresivos,CIPRALEX 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,equivalence,¿Es lo mismo CIPRALEX 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA que ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0098,P03_ESCITALO,Escitalopram 10mg,SNC - Antidepresivos,CIPRALEX 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,recommendation,"¿Qué es mejor, CIPRALEX 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA o ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?",,,,
Q0099,P03_ESCITALO,Escitalopram 10mg,SNC - Antidepresivos,CIPRALEX 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,switching,¿Puedo cambiar de CIPRALEX 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA a ESCITALOPRAM STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0100,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,CLAMOXYL 500 MG CAPSULAS DURAS,False,factual,indication,¿Para qué sirve CLAMOXYL 500 MG CAPSULAS DURAS?,,,,
Q0101,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,CLAMOXYL 500 MG CAPSULAS DURAS,False,factual,adverse_effects,¿Cuáles son los efectos secundarios de CLAMOXYL 500 MG CAPSULAS DURAS?,,,,
Q0102,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,CLAMOXYL 500 MG CAPSULAS DURAS,False,factual,pregnancy,¿Se puede tomar CLAMOXYL 500 MG CAPSULAS DURAS durante el embarazo?,,,,
Q0103,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,CLAMOXYL 500 MG CAPSULAS DURAS,False,factual,dosage,¿Qué dosis de CLAMOXYL 500 MG CAPSULAS DURAS debo tomar?,,,,
Q0104,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,CLAMOXYL 500 MG CAPSULAS DURAS,False,factual,driving,¿Puedo conducir si tomo CLAMOXYL 500 MG CAPSULAS DURAS?,,,,
Q0105,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,CLAMOXYL 500 MG CAPSULAS DURAS,False,factual,contraindications,¿Cuándo no debo tomar CLAMOXYL 500 MG CAPSULAS DURAS?,,,,
Q0106,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,CLAMOXYL 500 MG CAPSULAS DURAS,False,factual,storage,¿Cómo debo conservar CLAMOXYL 500 MG CAPSULAS DURAS?,,,,
Q0107,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,CLAMOXYL 500 MG CAPSULAS DURAS,False,interaction,alcohol,¿Puedo tomar CLAMOXYL 500 MG CAPSULAS DURAS con alcohol?,,,,
Q0108,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,CLAMOXYL 500 MG CAPSULAS DURAS,False,interaction,food,¿Puedo tomar CLAMOXYL 500 MG CAPSULAS DURAS con las comidas?,,,,
Q0109,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG,True,factual,indication,¿Para qué sirve AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG?,,,,
Q0110,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG,True,factual,adverse_effects,¿Cuáles son los efectos secundarios de AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG?,,,,
Q0111,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG,True,factual,pregnancy,¿Se puede tomar AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG durante el embarazo?,,,,
Q0112,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG,True,factual,dosage,¿Qué dosis de AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG debo tomar?,,,,
Q0113,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG,True,factual,driving,¿Puedo conducir si tomo AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG?,,,,
Q0114,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG,True,factual,contraindications,¿Cuándo no debo tomar AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG?,,,,
Q0115,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG,True,factual,storage,¿Cómo debo conservar AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG?,,,,
Q0116,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG,True,interaction,alcohol,¿Puedo tomar AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG con alcohol?,,,,
Q0117,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG,True,interaction,food,¿Puedo tomar AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG con las comidas?,,,,
Q0118,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG,True,factual,indication,¿Para qué sirve AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG?,,,,
Q0119,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG,True,factual,adverse_effects,¿Cuáles son los efectos secundarios de AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG?,,,,
Q0120,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG,True,factual,pregnancy,¿Se puede tomar AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG durante el embarazo?,,,,
Q0121,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG,True,factual,dosage,¿Qué dosis de AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG debo tomar?,,,,
Q0122,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG,True,factual,driving,¿Puedo conducir si tomo AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG?,,,,
Q0123,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG,True,factual,contraindications,¿Cuándo no debo tomar AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG?,,,,
Q0124,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG,True,factual,storage,¿Cómo debo conservar AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG?,,,,
Q0125,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG,True,interaction,alcohol,¿Puedo tomar AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG con alcohol?,,,,
Q0126,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG,True,interaction,food,¿Puedo tomar AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG con las comidas?,,,,
Q0127,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,CLAMOXYL 500 MG CAPSULAS DURAS vs AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG,comparative,comparative,equivalence,¿Es lo mismo CLAMOXYL 500 MG CAPSULAS DURAS que AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG?,,,,
Q0128,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,CLAMOXYL 500 MG CAPSULAS DURAS vs AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG,comparative,comparative,recommendation,"¿Qué es mejor, CLAMOXYL 500 MG CAPSULAS DURAS o AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG?",,,,
Q0129,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,CLAMOXYL 500 MG CAPSULAS DURAS vs AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG,comparative,comparative,switching,¿Puedo cambiar de CLAMOXYL 500 MG CAPSULAS DURAS a AMOXICILINA CINFA 500 MG CAPSULAS DURAS EFG?,,,,
Q0130,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,CLAMOXYL 500 MG CAPSULAS DURAS vs AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG,comparative,comparative,equivalence,¿Es lo mismo CLAMOXYL 500 MG CAPSULAS DURAS que AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG?,,,,
Q0131,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,CLAMOXYL 500 MG CAPSULAS DURAS vs AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG,comparative,comparative,recommendation,"¿Qué es mejor, CLAMOXYL 500 MG CAPSULAS DURAS o AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG?",,,,
Q0132,P04_AMOXICIL,Amoxicilina 500mg,Antiinfecciosos,CLAMOXYL 500 MG CAPSULAS DURAS vs AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG,comparative,comparative,switching,¿Puedo cambiar de CLAMOXYL 500 MG CAPSULAS DURAS a AMOXICILINA NORMON 500 MG CAPSULAS DURAS EFG?,,,,
Q0133,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,indication,¿Para qué sirve NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0134,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,adverse_effects,¿Cuáles son los efectos secundarios de NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0135,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,pregnancy,¿Se puede tomar NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA durante el embarazo?,,,,
Q0136,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,dosage,¿Qué dosis de NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA debo tomar?,,,,
Q0137,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,driving,¿Puedo conducir si tomo NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0138,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,contraindications,¿Cuándo no debo tomar NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0139,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,storage,¿Cómo debo conservar NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0140,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,interaction,alcohol,¿Puedo tomar NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA con alcohol?,,,,
Q0141,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,interaction,food,¿Puedo tomar NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA con las comidas?,,,,
Q0142,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,indication,¿Para qué sirve IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0143,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,adverse_effects,¿Cuáles son los efectos secundarios de IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0144,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,pregnancy,¿Se puede tomar IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG durante el embarazo?,,,,
Q0145,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,dosage,¿Qué dosis de IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG debo tomar?,,,,
Q0146,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,driving,¿Puedo conducir si tomo IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0147,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,contraindications,¿Cuándo no debo tomar IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0148,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,storage,¿Cómo debo conservar IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0149,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,alcohol,¿Puedo tomar IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con alcohol?,,,,
Q0150,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,food,¿Puedo tomar IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con las comidas?,,,,
Q0151,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,indication,¿Para qué sirve IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0152,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,adverse_effects,¿Cuáles son los efectos secundarios de IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0153,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,pregnancy,¿Se puede tomar IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG durante el embarazo?,,,,
Q0154,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,dosage,¿Qué dosis de IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG debo tomar?,,,,
Q0155,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,driving,¿Puedo conducir si tomo IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0156,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,contraindications,¿Cuándo no debo tomar IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0157,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,storage,¿Cómo debo conservar IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0158,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,alcohol,¿Puedo tomar IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con alcohol?,,,,
Q0159,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,food,¿Puedo tomar IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con las comidas?,,,,
Q0160,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,equivalence,¿Es lo mismo NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA que IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0161,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,recommendation,"¿Qué es mejor, NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA o IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?",,,,
Q0162,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,switching,¿Puedo cambiar de NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA a IBUPROFENO CINFA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0163,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,equivalence,¿Es lo mismo NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA que IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0164,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,recommendation,"¿Qué es mejor, NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA o IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?",,,,
Q0165,P05_IBUPROFENO,Ibuprofeno 600mg,Antiinflamatorio,NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,switching,¿Puedo cambiar de NEOBRUFEN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA a IBUPROFENO KERN PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0166,P06_METFORM,Metformina 850mg,Metabolismo,DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,indication,¿Para qué sirve DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0167,P06_METFORM,Metformina 850mg,Metabolismo,DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,adverse_effects,¿Cuáles son los efectos secundarios de DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0168,P06_METFORM,Metformina 850mg,Metabolismo,DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,pregnancy,¿Se puede tomar DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA durante el embarazo?,,,,
Q0169,P06_METFORM,Metformina 850mg,Metabolismo,DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,dosage,¿Qué dosis de DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA debo tomar?,,,,
Q0170,P06_METFORM,Metformina 850mg,Metabolismo,DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,driving,¿Puedo conducir si tomo DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0171,P06_METFORM,Metformina 850mg,Metabolismo,DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,contraindications,¿Cuándo no debo tomar DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
